"rets" "tips" "level" "tree_child" "tree_based" "fu_stable" "normal" "gen_no" "degen_no" "neu_no" "recon" "row_row"
"3556" 7 54 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"3557" 17 83 17 TRUE TRUE TRUE TRUE 17 0 0 FALSE 61
"3558" 7 51 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"3559" 1 22 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3560" 0 15 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3561" 2 30 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3562" 2 17 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3563" 7 44 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"3564" 15 64 15 TRUE TRUE TRUE TRUE 15 0 0 FALSE 61
"3565" 3 30 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"3566" 424 623 424 TRUE TRUE TRUE TRUE 424 0 0 FALSE 61
"3567" 3 28 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"3568" 2 22 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3569" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3570" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3571" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3572" 2 26 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3573" 194 340 194 TRUE TRUE TRUE TRUE 194 0 0 FALSE 61
"3574" 29 107 29 TRUE TRUE TRUE TRUE 29 0 0 FALSE 61
"3575" 0 29 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3576" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3577" 2 32 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3578" 2 42 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3579" 5 43 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"3580" 2 28 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3581" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3582" 3 21 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"3583" 14 73 14 TRUE TRUE TRUE TRUE 14 0 0 FALSE 61
"3584" 1 23 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3585" 6 39 4 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"3586" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3587" 238 407 238 TRUE TRUE TRUE TRUE 238 0 0 FALSE 61
"3588" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3589" 9 60 9 TRUE TRUE TRUE TRUE 9 0 0 FALSE 61
"3590" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3591" 362 572 362 TRUE TRUE TRUE TRUE 362 0 0 FALSE 61
"3592" 8 48 8 TRUE TRUE TRUE TRUE 8 0 0 FALSE 61
"3593" 5 40 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"3594" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3595" 73 164 73 TRUE TRUE TRUE TRUE 73 0 0 FALSE 61
"3596" 0 20 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3597" 30 111 30 TRUE TRUE TRUE TRUE 30 0 0 FALSE 61
"3598" 10 64 10 TRUE TRUE TRUE TRUE 10 0 0 FALSE 61
"3599" 4 37 2 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"3600" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3601" 13 66 13 TRUE TRUE TRUE TRUE 13 0 0 FALSE 61
"3602" 1 10 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3603" 12 61 12 TRUE TRUE TRUE TRUE 12 0 0 FALSE 61
"3604" 1 9 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3605" 26 91 26 TRUE TRUE TRUE TRUE 26 0 0 FALSE 61
"3606" 3 34 1 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"3607" 7 59 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"3608" 55 160 55 TRUE TRUE TRUE TRUE 55 0 0 FALSE 61
"3609" 1 8 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3610" 0 12 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3611" 3 39 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"3612" 207 379 207 TRUE TRUE TRUE TRUE 207 0 0 FALSE 61
"3613" 19 99 19 TRUE TRUE TRUE TRUE 19 0 0 FALSE 61
"3614" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3615" 1 34 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3616" 36 122 36 TRUE TRUE TRUE TRUE 36 0 0 FALSE 61
"3617" 0 11 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3618" 23 92 23 TRUE TRUE TRUE TRUE 23 0 0 FALSE 61
"3619" 3 24 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"3620" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3621" 0 17 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3622" 18 86 18 TRUE TRUE TRUE TRUE 18 0 0 FALSE 61
"3623" 13 77 13 TRUE TRUE TRUE TRUE 13 0 0 FALSE 61
"3624" 1 27 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3625" 1 17 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3626" 11 50 11 TRUE TRUE TRUE TRUE 11 0 0 FALSE 61
"3627" 6 46 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"3628" 3 40 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"3629" 1 25 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3630" 4 39 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"3631" 0 22 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3632" 134 271 134 TRUE TRUE TRUE TRUE 134 0 0 FALSE 61
"3633" 26 103 26 TRUE TRUE TRUE TRUE 26 0 0 FALSE 61
"3634" 2 36 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3635" 9 54 8 TRUE TRUE TRUE TRUE 9 0 0 FALSE 61
"3636" 4 34 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"3637" 6 39 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"3638" 1 26 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3639" 112 253 112 TRUE TRUE TRUE TRUE 112 0 0 FALSE 61
"3640" 0 20 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3641" 48 150 48 TRUE TRUE TRUE TRUE 48 0 0 FALSE 61
"3642" 7 47 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"3643" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3644" 3 32 2 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"3645" 3 37 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"3646" 35 91 35 TRUE TRUE TRUE TRUE 35 0 0 FALSE 61
"3647" 43 129 43 TRUE TRUE TRUE TRUE 43 0 0 FALSE 61
"3648" 12 46 12 TRUE TRUE TRUE TRUE 12 0 0 FALSE 61
"3649" 1 24 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3650" 0 12 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3651" 120 245 120 TRUE TRUE TRUE TRUE 120 0 0 FALSE 61
"3652" 11 70 11 TRUE TRUE TRUE TRUE 11 0 0 FALSE 61
"3653" 0 12 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3654" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3655" 0 17 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3656" 13 76 13 TRUE TRUE TRUE TRUE 13 0 0 FALSE 61
"3657" 0 26 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3658" 2 17 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3659" 1 24 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3660" 969 1243 969 TRUE TRUE TRUE TRUE 969 0 0 FALSE 61
"3661" 33 108 33 TRUE TRUE TRUE TRUE 33 0 0 FALSE 61
"3662" 0 12 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3663" 2 30 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3664" 4 33 2 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"3665" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3666" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3667" 8 62 8 TRUE TRUE TRUE TRUE 8 0 0 FALSE 61
"3668" 1 19 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3669" 19 72 19 TRUE TRUE TRUE TRUE 19 0 0 FALSE 61
"3670" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3671" 9 52 8 TRUE TRUE TRUE TRUE 9 0 0 FALSE 61
"3672" 0 22 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3673" 1 15 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3674" 3 25 2 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"3675" 12 58 12 TRUE TRUE TRUE TRUE 12 0 0 FALSE 61
"3676" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3677" 0 30 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3678" 46 135 45 TRUE TRUE TRUE TRUE 46 0 0 FALSE 61
"3679" 0 18 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3680" 1 10 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3681" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3682" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3683" 48 151 48 TRUE TRUE TRUE TRUE 48 0 0 FALSE 61
"3684" 2 29 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3685" 23 88 23 TRUE TRUE TRUE TRUE 23 0 0 FALSE 61
"3686" 9 76 9 TRUE TRUE TRUE TRUE 9 0 0 FALSE 61
"3687" 0 12 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3688" 14 70 14 TRUE TRUE TRUE TRUE 14 0 0 FALSE 61
"3689" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3690" 1248 1496 1248 TRUE TRUE TRUE TRUE 1248 0 0 FALSE 61
"3691" 6 42 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"3692" 29 119 29 TRUE TRUE TRUE TRUE 29 0 0 FALSE 61
"3693" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3694" 20 75 20 TRUE TRUE TRUE TRUE 20 0 0 FALSE 61
"3695" 0 16 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3696" 10 52 10 TRUE TRUE TRUE TRUE 10 0 0 FALSE 61
"3697" 2 23 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3698" 200 363 200 TRUE TRUE TRUE TRUE 200 0 0 FALSE 61
"3699" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3700" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3701" 4 33 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"3702" 0 15 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3703" 5 67 4 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"3704" 4 38 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"3705" 0 21 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3706" 7 57 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"3707" 4 26 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"3708" 33 113 33 TRUE TRUE TRUE TRUE 33 0 0 FALSE 61
"3709" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3710" 0 15 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3711" 1 30 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3712" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3713" 0 11 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3714" 33 105 33 TRUE TRUE TRUE TRUE 33 0 0 FALSE 61
"3715" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3716" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3717" 10 46 10 TRUE TRUE TRUE TRUE 10 0 0 FALSE 61
"3718" 1 24 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3719" 1 17 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3720" 1 25 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3721" 1 27 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3722" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3723" 7 48 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"3724" 0 24 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3725" 152 292 152 TRUE TRUE TRUE TRUE 152 0 0 FALSE 61
"3726" 104 230 104 TRUE TRUE TRUE TRUE 104 0 0 FALSE 61
"3727" 10 42 9 TRUE TRUE TRUE TRUE 10 0 0 FALSE 61
"3728" 13 87 13 TRUE TRUE TRUE TRUE 13 0 0 FALSE 61
"3729" 1 7 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3730" 475 694 475 TRUE TRUE TRUE TRUE 475 0 0 FALSE 61
"3731" 1 17 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3732" 1 13 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3733" 1 24 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3734" 5 49 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"3735" 2 25 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3736" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3737" 18 74 18 TRUE TRUE TRUE TRUE 18 0 0 FALSE 61
"3738" 4 41 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"3739" 0 15 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3740" 5 26 4 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"3741" 338 514 338 TRUE TRUE TRUE TRUE 338 0 0 FALSE 61
"3742" 0 12 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3743" 0 12 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3744" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3745" 0 28 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3746" 25 97 25 TRUE TRUE TRUE TRUE 25 0 0 FALSE 61
"3747" 6 34 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"3748" 1 22 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3749" 0 16 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3750" 1 13 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3751" 52 140 52 TRUE TRUE TRUE TRUE 52 0 0 FALSE 61
"3752" 0 19 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3753" 1 31 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3754" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3755" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3756" 0 2 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3757" 2 33 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3758" 21 82 21 TRUE TRUE TRUE TRUE 21 0 0 FALSE 61
"3759" 4 32 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"3760" 0 15 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3761" 1 9 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3762" 1 12 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3763" 11 64 11 TRUE TRUE TRUE TRUE 11 0 0 FALSE 61
"3764" 0 30 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3765" 120 262 120 TRUE TRUE TRUE TRUE 120 0 0 FALSE 61
"3766" 22 98 22 TRUE TRUE TRUE TRUE 22 0 0 FALSE 61
"3767" 1 17 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3768" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3769" 1 20 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3770" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3771" 13 69 13 TRUE TRUE TRUE TRUE 13 0 0 FALSE 61
"3772" 2657 2959 2657 TRUE TRUE TRUE TRUE 2657 0 0 FALSE 61
"3773" 5 41 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"3774" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3775" 1 22 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3776" 11 70 11 TRUE TRUE TRUE TRUE 11 0 0 FALSE 61
"3777" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3778" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3779" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3780" 14 64 14 TRUE TRUE TRUE TRUE 14 0 0 FALSE 61
"3781" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3782" 31 101 31 TRUE TRUE TRUE TRUE 31 0 0 FALSE 61
"3783" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3784" 10 71 10 TRUE TRUE TRUE TRUE 10 0 0 FALSE 61
"3785" 5 42 4 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"3786" 2 28 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3787" 16 56 16 TRUE TRUE TRUE TRUE 16 0 0 FALSE 61
"3788" 31 133 31 TRUE TRUE TRUE TRUE 31 0 0 FALSE 61
"3789" 0 26 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3790" 1335 1625 1335 TRUE TRUE TRUE TRUE 1335 0 0 FALSE 61
"3791" 2 15 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3792" 17 75 17 TRUE TRUE TRUE TRUE 17 0 0 FALSE 61
"3793" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3794" 8 58 8 TRUE TRUE TRUE TRUE 8 0 0 FALSE 61
"3795" 48 147 48 TRUE TRUE TRUE TRUE 48 0 0 FALSE 61
"3796" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3797" 7 55 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"3798" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3799" 50 140 50 TRUE TRUE TRUE TRUE 50 0 0 FALSE 61
"3800" 4 28 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"3801" 2 43 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3802" 0 11 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3803" 102 228 102 TRUE TRUE TRUE TRUE 102 0 0 FALSE 61
"3804" 15 72 12 TRUE TRUE TRUE TRUE 15 0 0 FALSE 61
"3805" 201 354 201 TRUE TRUE TRUE TRUE 201 0 0 FALSE 61
"3806" 6 35 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"3807" 3 44 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"3808" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3809" 1 32 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3810" 500 678 500 TRUE TRUE TRUE TRUE 500 0 0 FALSE 61
"3811" 9 55 9 TRUE TRUE TRUE TRUE 9 0 0 FALSE 61
"3812" 1077 1334 1077 TRUE TRUE TRUE TRUE 1077 0 0 FALSE 61
"3813" 2 33 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3814" 62 151 62 TRUE TRUE TRUE TRUE 62 0 0 FALSE 61
"3815" 1 18 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3816" 4 45 3 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"3817" 0 21 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3818" 0 12 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3819" 2 25 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3820" 22 76 22 TRUE TRUE TRUE TRUE 22 0 0 FALSE 61
"3821" 32 114 32 TRUE TRUE TRUE TRUE 32 0 0 FALSE 61
"3822" 0 12 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3823" 23 94 23 TRUE TRUE TRUE TRUE 23 0 0 FALSE 61
"3824" 1 16 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3825" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3826" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3827" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3828" 4 46 3 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"3829" 16 79 16 TRUE TRUE TRUE TRUE 16 0 0 FALSE 61
"3830" 43 150 43 TRUE TRUE TRUE TRUE 43 0 0 FALSE 61
"3831" 9 49 9 TRUE TRUE TRUE TRUE 9 0 0 FALSE 61
"3832" 8 58 8 TRUE TRUE TRUE TRUE 8 0 0 FALSE 61
"3833" 10 51 10 TRUE TRUE TRUE TRUE 10 0 0 FALSE 61
"3834" 26 109 26 TRUE TRUE TRUE TRUE 26 0 0 FALSE 61
"3835" 11 71 11 TRUE TRUE TRUE TRUE 11 0 0 FALSE 61
"3836" 11 63 10 TRUE TRUE TRUE TRUE 11 0 0 FALSE 61
"3837" 26 90 25 TRUE TRUE TRUE TRUE 26 0 0 FALSE 61
"3838" 18 69 17 TRUE TRUE TRUE TRUE 18 0 0 FALSE 61
"3839" 18 84 18 TRUE TRUE TRUE TRUE 18 0 0 FALSE 61
"3840" 1240 1507 1240 TRUE TRUE TRUE TRUE 1240 0 0 FALSE 61
"3841" 2 27 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3842" 3 37 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"3843" 7 45 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"3844" 0 16 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3845" 5 34 3 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"3846" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3847" 5 31 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"3848" 3 22 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"3849" 7 43 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"3850" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3851" 15 75 14 TRUE TRUE TRUE TRUE 15 0 0 FALSE 61
"3852" 5 58 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"3853" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3854" 0 16 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3855" 6 32 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"3856" 0 21 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3857" 0 15 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3858" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3859" 238 408 238 TRUE TRUE TRUE TRUE 238 0 0 FALSE 61
"3860" 5 42 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"3861" 1 30 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3862" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3863" 0 15 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3864" 3 35 2 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"3865" 119 244 119 TRUE TRUE TRUE TRUE 119 0 0 FALSE 61
"3866" 2 24 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3867" 7 42 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"3868" 14 62 14 TRUE TRUE TRUE TRUE 14 0 0 FALSE 61
"3869" 46 150 46 TRUE TRUE TRUE TRUE 46 0 0 FALSE 61
"3870" 7 45 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"3871" 46 148 46 TRUE TRUE TRUE TRUE 46 0 0 FALSE 61
"3872" 1 15 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3873" 106 233 106 TRUE TRUE TRUE TRUE 106 0 0 FALSE 61
"3874" 2 23 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"3875" 4 30 2 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"3876" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3877" 1 21 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3878" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3879" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3880" 1 12 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3881" 0 11 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3882" 10 70 10 TRUE TRUE TRUE TRUE 10 0 0 FALSE 61
"3883" 5 29 2 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"3884" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3885" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3886" 8 46 8 TRUE TRUE TRUE TRUE 8 0 0 FALSE 61
"3887" 0 12 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3888" 4 25 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"3889" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3890" 1 22 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3891" 58 156 56 TRUE TRUE TRUE TRUE 58 0 0 FALSE 61
"3892" 6 47 5 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"3893" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3894" 44 126 44 TRUE TRUE TRUE TRUE 44 0 0 FALSE 61
"3895" 1 11 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"3896" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"3897" 5 35 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
