"rets" "tips" "level" "tree_child" "tree_based" "fu_stable" "normal" "gen_no" "degen_no" "neu_no" "recon" "row_row"
"9155" 10 61 10 TRUE TRUE TRUE TRUE 10 0 0 FALSE 61
"9156" 10 63 10 TRUE TRUE TRUE TRUE 10 0 0 FALSE 61
"9157" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9158" 3 23 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9159" 2 35 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9160" 9 50 9 TRUE TRUE TRUE TRUE 9 0 0 FALSE 61
"9161" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9162" 9 56 9 TRUE TRUE TRUE TRUE 9 0 0 FALSE 61
"9163" 8 60 7 TRUE TRUE TRUE TRUE 8 0 0 FALSE 61
"9164" 3 33 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9165" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9166" 0 15 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9167" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9168" 0 26 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9169" 17 72 16 TRUE TRUE TRUE TRUE 17 0 0 FALSE 61
"9170" 4 31 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"9171" 2 38 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9172" 17 99 17 TRUE TRUE TRUE TRUE 17 0 0 FALSE 61
"9173" 2 16 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9174" 2 18 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9175" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9176" 5 49 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"9177" 0 21 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9178" 3 11 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9179" 28 101 28 TRUE TRUE TRUE TRUE 28 0 0 FALSE 61
"9180" 1 29 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9181" 6 46 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"9182" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9183" 13 55 13 TRUE TRUE TRUE TRUE 13 0 0 FALSE 61
"9184" 3 31 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9185" 3 31 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9186" 81 218 81 TRUE TRUE TRUE TRUE 81 0 0 FALSE 61
"9187" 0 15 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9188" 102 212 102 TRUE TRUE TRUE TRUE 102 0 0 FALSE 61
"9189" 5 41 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"9190" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9191" 24 96 24 TRUE TRUE TRUE TRUE 24 0 0 FALSE 61
"9192" 156 286 156 TRUE TRUE TRUE TRUE 156 0 0 FALSE 61
"9193" 0 23 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9194" 11 61 11 TRUE TRUE TRUE TRUE 11 0 0 FALSE 61
"9195" 269 442 269 TRUE TRUE TRUE TRUE 269 0 0 FALSE 61
"9196" 6 50 3 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"9197" 9 46 9 TRUE TRUE TRUE TRUE 9 0 0 FALSE 61
"9198" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9199" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9200" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9201" 1 17 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9202" 8 60 8 TRUE TRUE TRUE TRUE 8 0 0 FALSE 61
"9203" 5 47 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"9204" 0 11 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9205" 11 44 11 TRUE TRUE TRUE TRUE 11 0 0 FALSE 61
"9206" 2 12 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9207" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9208" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9209" 8 54 8 TRUE TRUE TRUE TRUE 8 0 0 FALSE 61
"9210" 15 69 14 TRUE TRUE TRUE TRUE 15 0 0 FALSE 61
"9211" 35 130 35 TRUE TRUE TRUE TRUE 35 0 0 FALSE 61
"9212" 3 19 2 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9213" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9214" 6 48 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"9215" 0 22 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9216" 86 210 86 TRUE TRUE TRUE TRUE 86 0 0 FALSE 61
"9217" 1 23 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9218" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9219" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9220" 0 2 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9221" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9222" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9223" 1 27 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9224" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9225" 2 17 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9226" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9227" 6 46 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"9228" 56 146 56 TRUE TRUE TRUE TRUE 56 0 0 FALSE 61
"9229" 84 205 84 TRUE TRUE TRUE TRUE 84 0 0 FALSE 61
"9230" 0 15 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9231" 36 105 36 TRUE TRUE TRUE TRUE 36 0 0 FALSE 61
"9232" 0 12 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9233" 68 168 68 TRUE TRUE TRUE TRUE 68 0 0 FALSE 61
"9234" 3 36 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9235" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9236" 4 31 2 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"9237" 1 11 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9238" 17 82 17 TRUE TRUE TRUE TRUE 17 0 0 FALSE 61
"9239" 5 39 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"9240" 1 13 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9241" 1 20 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9242" 51 151 51 TRUE TRUE TRUE TRUE 51 0 0 FALSE 61
"9243" 6 59 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"9244" 655 882 655 TRUE TRUE TRUE TRUE 655 0 0 FALSE 61
"9245" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9246" 1 21 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9247" 13 60 13 TRUE TRUE TRUE TRUE 13 0 0 FALSE 61
"9248" 28 110 28 TRUE TRUE TRUE TRUE 28 0 0 FALSE 61
"9249" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9250" 43 154 43 TRUE TRUE TRUE TRUE 43 0 0 FALSE 61
"9251" 316 513 316 TRUE TRUE TRUE TRUE 316 0 0 FALSE 61
"9252" 5 32 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"9253" 0 11 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9254" 18 70 18 TRUE TRUE TRUE TRUE 18 0 0 FALSE 61
"9255" 4 21 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"9256" 32 108 32 TRUE TRUE TRUE TRUE 32 0 0 FALSE 61
"9257" 99 230 99 TRUE TRUE TRUE TRUE 99 0 0 FALSE 61
"9258" 63 164 63 TRUE TRUE TRUE TRUE 63 0 0 FALSE 61
"9259" 0 2 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9260" 1 30 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9261" 0 15 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9262" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9263" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9264" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9265" 4 45 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"9266" 7 69 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"9267" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9268" 2 28 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9269" 22 86 22 TRUE TRUE TRUE TRUE 22 0 0 FALSE 61
"9270" 0 15 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9271" 5 33 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"9272" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9273" 2 19 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9274" 37 114 37 TRUE TRUE TRUE TRUE 37 0 0 FALSE 61
"9275" 7 51 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"9276" 4 44 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"9277" 2 40 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9278" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9279" 13 68 13 TRUE TRUE TRUE TRUE 13 0 0 FALSE 61
"9280" 1 29 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9281" 1 40 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9282" 390 586 390 TRUE TRUE TRUE TRUE 390 0 0 FALSE 61
"9283" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9284" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9285" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9286" 36 120 36 TRUE TRUE TRUE TRUE 36 0 0 FALSE 61
"9287" 21 87 21 TRUE TRUE TRUE TRUE 21 0 0 FALSE 61
"9288" 5 33 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"9289" 1 25 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9290" 7 41 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"9291" 4 36 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"9292" 0 24 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9293" 1 20 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9294" 9 70 8 TRUE TRUE TRUE TRUE 9 0 0 FALSE 61
"9295" 1 21 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9296" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9297" 1 17 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9298" 2 21 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9299" 0 18 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9300" 25 102 24 TRUE TRUE TRUE TRUE 25 0 0 FALSE 61
"9301" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9302" 1 10 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9303" 22 84 22 TRUE TRUE TRUE TRUE 22 0 0 FALSE 61
"9304" 4 30 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"9305" 53 157 53 TRUE TRUE TRUE TRUE 53 0 0 FALSE 61
"9306" 2 21 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9307" 1 8 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9308" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9309" 11 53 11 TRUE TRUE TRUE TRUE 11 0 0 FALSE 61
"9310" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9311" 4 36 3 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"9312" 1 22 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9313" 1 9 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9314" 1 12 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9315" 10 52 9 TRUE TRUE TRUE TRUE 10 0 0 FALSE 61
"9316" 2 29 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9317" 6 42 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"9318" 11 67 11 TRUE TRUE TRUE TRUE 11 0 0 FALSE 61
"9319" 0 16 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9320" 110 242 110 TRUE TRUE TRUE TRUE 110 0 0 FALSE 61
"9321" 1 12 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9322" 2 33 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9323" 4 39 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"9324" 1 32 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9325" 35 114 35 TRUE TRUE TRUE TRUE 35 0 0 FALSE 61
"9326" 0 29 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9327" 0 16 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9328" 58 162 58 TRUE TRUE TRUE TRUE 58 0 0 FALSE 61
"9329" 1 9 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9330" 25 92 25 TRUE TRUE TRUE TRUE 25 0 0 FALSE 61
"9331" 2 26 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9332" 3 39 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9333" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9334" 0 21 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9335" 7 56 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"9336" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9337" 2 32 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9338" 9 69 9 TRUE TRUE TRUE TRUE 9 0 0 FALSE 61
"9339" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9340" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9341" 280 468 280 TRUE TRUE TRUE TRUE 280 0 0 FALSE 61
"9342" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9343" 52 140 52 TRUE TRUE TRUE TRUE 52 0 0 FALSE 61
"9344" 57 146 57 TRUE TRUE TRUE TRUE 57 0 0 FALSE 61
"9345" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9346" 21 101 21 TRUE TRUE TRUE TRUE 21 0 0 FALSE 61
"9347" 28 93 28 TRUE TRUE TRUE TRUE 28 0 0 FALSE 61
"9348" 6 56 5 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"9349" 32 116 32 TRUE TRUE TRUE TRUE 32 0 0 FALSE 61
"9350" 2 46 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9351" 1 16 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9352" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9353" 2 25 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9354" 21 94 21 TRUE TRUE TRUE TRUE 21 0 0 FALSE 61
"9355" 16 64 16 TRUE TRUE TRUE TRUE 16 0 0 FALSE 61
"9356" 7 45 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"9357" 59 164 59 TRUE TRUE TRUE TRUE 59 0 0 FALSE 61
"9358" 2 13 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9359" 21 91 21 TRUE TRUE TRUE TRUE 21 0 0 FALSE 61
"9360" 1 31 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9361" 10 69 10 TRUE TRUE TRUE TRUE 10 0 0 FALSE 61
"9362" 8 65 8 TRUE TRUE TRUE TRUE 8 0 0 FALSE 61
"9363" 10 78 10 TRUE TRUE TRUE TRUE 10 0 0 FALSE 61
"9364" 11 69 11 TRUE TRUE TRUE TRUE 11 0 0 FALSE 61
"9365" 1 12 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9366" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9367" 299 464 299 TRUE TRUE TRUE TRUE 299 0 0 FALSE 61
"9368" 6 40 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"9369" 3 24 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9370" 6 40 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"9371" 2 17 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9372" 1 28 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9373" 17 85 17 TRUE TRUE TRUE TRUE 17 0 0 FALSE 61
"9374" 2 25 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9375" 14 70 14 TRUE TRUE TRUE TRUE 14 0 0 FALSE 61
"9376" 3 32 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9377" 2 19 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9378" 26 99 26 TRUE TRUE TRUE TRUE 26 0 0 FALSE 61
"9379" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9380" 9 61 9 TRUE TRUE TRUE TRUE 9 0 0 FALSE 61
"9381" 9 54 9 TRUE TRUE TRUE TRUE 9 0 0 FALSE 61
"9382" 3 25 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9383" 13 84 13 TRUE TRUE TRUE TRUE 13 0 0 FALSE 61
"9384" 1 11 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9385" 5 41 4 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"9386" 1 19 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9387" 6 35 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"9388" 36 123 36 TRUE TRUE TRUE TRUE 36 0 0 FALSE 61
"9389" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9390" 24 102 24 TRUE TRUE TRUE TRUE 24 0 0 FALSE 61
"9391" 1 24 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9392" 14 70 14 TRUE TRUE TRUE TRUE 14 0 0 FALSE 61
"9393" 2 25 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9394" 1 14 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9395" 0 23 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9396" 36 102 36 TRUE TRUE TRUE TRUE 36 0 0 FALSE 61
"9397" 2 30 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9398" 2 20 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9399" 63 167 63 TRUE TRUE TRUE TRUE 63 0 0 FALSE 61
"9400" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9401" 311 478 311 TRUE TRUE TRUE TRUE 311 0 0 FALSE 61
"9402" 0 16 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9403" 1 18 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9404" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9405" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9406" 4 24 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"9407" 202 342 202 TRUE TRUE TRUE TRUE 202 0 0 FALSE 61
"9408" 1 13 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9409" 25 107 25 TRUE TRUE TRUE TRUE 25 0 0 FALSE 61
"9410" 3 52 1 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9411" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9412" 0 29 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9413" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9414" 16 94 16 TRUE TRUE TRUE TRUE 16 0 0 FALSE 61
"9415" 6 35 5 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"9416" 6 44 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"9417" 15 69 15 TRUE TRUE TRUE TRUE 15 0 0 FALSE 61
"9418" 4 31 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"9419" 1 11 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9420" 3 35 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9421" 14 60 13 TRUE TRUE TRUE TRUE 14 0 0 FALSE 61
"9422" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9423" 0 16 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9424" 2 28 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9425" 0 16 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9426" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9427" 3 26 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9428" 149 298 149 TRUE TRUE TRUE TRUE 149 0 0 FALSE 61
"9429" 14 73 14 TRUE TRUE TRUE TRUE 14 0 0 FALSE 61
"9430" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9431" 2 27 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9432" 219 387 219 TRUE TRUE TRUE TRUE 219 0 0 FALSE 61
"9433" 3 45 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9434" 10 51 10 TRUE TRUE TRUE TRUE 10 0 0 FALSE 61
"9435" 1 22 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9436" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9437" 2 41 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9438" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9439" 5 39 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"9440" 12 66 11 TRUE TRUE TRUE TRUE 12 0 0 FALSE 61
"9441" 3 29 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9442" 121 269 121 TRUE TRUE TRUE TRUE 121 0 0 FALSE 61
"9443" 2 12 2 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9444" 4 40 4 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"9445" 1 18 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9446" 3 32 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9447" 6 52 6 TRUE TRUE TRUE TRUE 6 0 0 FALSE 61
"9448" 62 161 62 TRUE TRUE TRUE TRUE 62 0 0 FALSE 61
"9449" 0 17 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9450" 10 43 10 TRUE TRUE TRUE TRUE 10 0 0 FALSE 61
"9451" 2 18 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9452" 1 9 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9453" 0 11 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9454" 12 55 12 TRUE TRUE TRUE TRUE 12 0 0 FALSE 61
"9455" 2 18 1 TRUE TRUE TRUE TRUE 2 0 0 FALSE 61
"9456" 22 78 22 TRUE TRUE TRUE TRUE 22 0 0 FALSE 61
"9457" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9458" 5 28 5 TRUE TRUE TRUE TRUE 5 0 0 FALSE 61
"9459" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9460" 7 39 7 TRUE TRUE TRUE TRUE 7 0 0 FALSE 61
"9461" 37 125 37 TRUE TRUE TRUE TRUE 37 0 0 FALSE 61
"9462" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9463" 58 183 58 TRUE TRUE TRUE TRUE 58 0 0 FALSE 61
"9464" 1 12 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9465" 206 367 206 TRUE TRUE TRUE TRUE 206 0 0 FALSE 61
"9466" 0 18 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9467" 14 90 14 TRUE TRUE TRUE TRUE 14 0 0 FALSE 61
"9468" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9469" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9470" 1 17 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9471" 23 91 23 TRUE TRUE TRUE TRUE 23 0 0 FALSE 61
"9472" 1 18 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9473" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9474" 9 60 9 TRUE TRUE TRUE TRUE 9 0 0 FALSE 61
"9475" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9476" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9477" 0 11 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9478" 12 56 12 TRUE TRUE TRUE TRUE 12 0 0 FALSE 61
"9479" 4 42 3 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
"9480" 663 872 663 TRUE TRUE TRUE TRUE 663 0 0 FALSE 61
"9481" 130 268 130 TRUE TRUE TRUE TRUE 130 0 0 FALSE 61
"9482" 67 174 67 TRUE TRUE TRUE TRUE 67 0 0 FALSE 61
"9483" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9484" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9485" 3 20 3 TRUE TRUE TRUE TRUE 3 0 0 FALSE 61
"9486" 1 17 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9487" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9488" 1 11 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9489" 1 15 1 TRUE TRUE TRUE TRUE 1 0 0 FALSE 61
"9490" 202 334 202 TRUE TRUE TRUE TRUE 202 0 0 FALSE 61
"9491" 104 212 104 TRUE TRUE TRUE TRUE 104 0 0 FALSE 61
"9492" 22 98 22 TRUE TRUE TRUE TRUE 22 0 0 FALSE 61
"9493" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9494" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA FALSE 61
"9495" 17 74 17 TRUE TRUE TRUE TRUE 17 0 0 FALSE 61
"9496" 4 54 3 TRUE TRUE TRUE TRUE 4 0 0 FALSE 61
